Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,7178.502930,7178.502930,7039.241211,7127.502930,7127.502930,193399700
2022-09-27,7127.502930,7133.411133,7075.653809,7112.449219,7112.449219,227195500
2022-09-28,7112.409180,7156.979980,7073.473145,7077.030762,7077.030762,193422200
2022-09-29,7077.110840,7135.500977,7023.210938,7036.198242,7036.198242,214141900
2022-09-30,7036.198242,7056.169922,6926.859863,7040.797852,7040.797852,208540900
2022-10-03,7040.797852,7047.624023,6995.062012,7009.717773,7009.717773,179996500
2022-10-04,7009.836914,7101.472168,7009.836914,7072.255859,7072.255859,216377800
2022-10-05,7072.294922,7131.879883,7070.212891,7075.384766,7075.384766,219700600
2022-10-06,7075.384766,7135.908203,7066.471191,7076.623047,7076.623047,177554400
2022-10-07,7076.623047,7081.018066,7008.144043,7026.783203,7026.783203,226928900
2022-10-10,7026.663086,7026.663086,6947.719238,6994.395020,6994.395020,220135300
2022-10-11,6994.395020,7001.969238,6937.809082,6939.145020,6939.145020,237406700
2022-10-12,6939.145020,6990.587891,6870.282227,6909.208984,6909.208984,225826800
2022-10-13,6909.208984,6933.708008,6880.625000,6880.625000,6880.625000,175237300
2022-10-14,6880.665039,6943.854980,6814.529785,6814.529785,6814.529785,188093100
2022-10-17,6814.529785,6836.975098,6747.379883,6831.115234,6831.115234,217793900
2022-10-18,6831.154785,6891.984863,6809.984863,6834.494141,6834.494141,204836800
2022-10-19,6834.494141,6883.916992,6806.113770,6860.416016,6860.416016,165404100
2022-10-20,6860.416016,6986.205078,6847.066895,6980.651855,6980.651855,225664700
2022-10-21,6980.691895,7058.911133,6974.962891,7017.770996,7017.770996,181511700
2022-10-24,7017.811035,7092.169922,7017.460938,7053.043945,7053.043945,203913800
2022-10-25,7053.083984,7108.815918,7032.541992,7048.379883,7048.379883,223456200
2022-10-26,7048.419922,7081.879883,7017.935059,7043.938965,7043.938965,187797900
2022-10-27,7043.979004,7104.853027,7043.979004,7091.761230,7091.761230,188078500
2022-10-28,7091.761230,7100.808105,7016.702148,7056.040039,7056.040039,186703600
2022-10-31,7056.040039,7113.112793,7051.429199,7098.890137,7098.890137,192397100
2022-11-01,7098.930176,7128.136230,7018.551758,7052.303223,7052.303223,193069500
2022-11-02,7052.303223,7074.232910,6976.871094,7015.689941,7015.689941,165214300
2022-11-03,7015.689941,7050.380859,6962.853027,7034.573242,7034.573242,176601600
2022-11-04,7034.573242,7045.526855,6973.318848,7045.526855,7045.526855,180561000
2022-11-07,7045.526855,7102.395996,7011.563965,7102.395996,7102.395996,194075900
2022-11-08,7102.436035,7111.439941,7039.251953,7050.125977,7050.125977,193397800
2022-11-09,7050.085938,7073.551758,7037.307129,7070.083984,7070.083984,187445600
2022-11-10,7070.083984,7070.083984,6956.288086,6966.836914,6966.836914,188518000
2022-11-11,6966.996094,7106.060059,6966.996094,7089.206055,7089.206055,226055800
2022-11-14,7089.206055,7104.764160,7014.297852,7019.392090,7019.392090,174641100
2022-11-15,7019.392090,7048.390137,6999.235840,7035.500000,7035.500000,167825000
2022-11-16,7035.500000,7046.999023,6955.528809,7014.383789,7014.383789,165129900
2022-11-17,7014.383789,7051.274902,6965.762207,7044.985840,7044.985840,156588900
2022-11-18,7045.025879,7094.097168,7027.746094,7082.181152,7082.181152,167164400
2022-11-21,7082.181152,7107.323242,7050.440918,7063.247070,7063.247070,162801100
2022-11-22,7063.247070,7108.831055,7030.587891,7030.587891,7030.587891,177602200
2022-11-23,7030.626953,7089.693848,7026.391113,7054.123047,7054.123047,157476700
2022-11-24,7054.162109,7104.889160,7054.162109,7080.515137,7080.515137,159926700
2022-11-25,7080.554199,7086.562012,7013.221191,7053.149902,7053.149902,158716200
2022-11-28,7053.109863,7083.378906,7011.453125,7017.357910,7017.357910,187211500
2022-11-29,7017.317871,7036.538086,6990.900879,7012.068848,7012.068848,164098100
2022-11-30,7012.108887,7081.312988,6993.695801,7081.312988,7081.312988,273493300
2022-12-01,7081.194824,7090.276855,7018.269043,7020.803223,7020.803223,167994300
2022-12-02,7020.803223,7021.813965,6967.950195,7019.639160,7019.639160,139459800
2022-12-05,7019.639160,7053.902832,6987.328125,6987.328125,6987.328125,165306000
2022-12-06,6987.368164,6987.368164,6862.564941,6892.569824,6892.569824,149697900
2022-12-07,6892.569824,6892.663086,6799.299805,6818.751953,6818.751953,158724300
2022-12-08,6818.791016,6821.050781,6683.628906,6804.227051,6804.227051,162316700
2022-12-09,6804.227051,6804.227051,6695.381836,6715.118164,6715.118164,127123900
2022-12-12,6715.118164,6734.452148,6641.810059,6734.452148,6734.452148,134471100
2022-12-13,6734.491211,6826.116211,6714.872070,6810.315918,6810.315918,396136700
2022-12-14,6810.355957,6854.098145,6774.131836,6801.749023,6801.749023,215430000
2022-12-15,6801.789063,6801.837891,6740.955078,6751.859863,6751.859863,145093400
2022-12-16,6751.859863,6812.192871,6693.765137,6812.192871,6812.192871,156126900
2022-12-19,6812.153809,6827.814941,6754.087891,6779.698242,6779.698242,127896600
2022-12-20,6779.698242,6792.203125,6715.044922,6768.315918,6768.315918,151817000
2022-12-21,6768.315918,6820.663086,6763.696777,6820.663086,6820.663086,139079800
2022-12-22,6820.702148,6844.121094,6800.617188,6824.432129,6824.432129,129012900
2022-12-23,6824.393066,6824.393066,6784.586914,6800.672852,6800.672852,120430300
2022-12-26,6800.712891,6858.146973,6796.166992,6835.808105,6835.808105,117543200
2022-12-27,6835.847168,6933.889160,6835.662109,6923.026855,6923.026855,121669200
2022-12-28,6923.065918,6953.039063,6828.140137,6850.520020,6850.520020,120571100
2022-12-29,6850.520020,6879.584961,6786.981934,6860.077148,6860.077148,141016100
2022-12-30,6860.116211,6888.735840,6838.588867,6850.619141,6850.619141,129302000
2023-01-02,6850.740234,6856.889160,6823.479004,6850.983887,6850.983887,109645000
2023-01-03,6850.983887,6908.001953,6838.574219,6888.757813,6888.757813,156894900
2023-01-04,6888.798828,6900.603027,6813.238770,6813.238770,6813.238770,142541400
2023-01-05,6813.279785,6813.421875,6621.986816,6653.840820,6653.840820,180589300
2023-01-06,6653.759766,6708.637207,6598.645996,6684.558105,6684.558105,109855600
2023-01-09,6684.558105,6726.965820,6638.645996,6688.265137,6688.265137,135949700
2023-01-10,6688.265137,6690.229004,6570.243164,6622.499023,6622.499023,144817300
2023-01-11,6622.539063,6622.794922,6557.919922,6584.453125,6584.453125,124903900
2023-01-12,6584.494141,6662.229004,6574.088867,6629.934082,6629.934082,148901900
2023-01-13,6629.934082,6658.476074,6600.594238,6641.830078,6641.830078,165594900
2023-01-16,6641.830078,6688.057129,6627.696777,6688.057129,6688.057129,154893500
2023-01-17,6688.057129,6801.871094,6688.057129,6767.339844,6767.339844,217634400
2023-01-18,6767.178223,6790.164063,6721.463867,6765.786133,6765.786133,194959200
2023-01-19,6765.746094,6820.984863,6754.551758,6819.907227,6819.907227,154234600
2023-01-20,6819.907227,6874.931152,6819.532227,6874.931152,6874.931152,173846000
2023-01-24,6874.931152,6906.791016,6841.006836,6860.854004,6860.854004,196805400
2023-01-25,6860.854004,6871.363770,6821.279785,6829.930176,6829.930176,187905300
2023-01-26,6829.970215,6874.869141,6815.785156,6864.817871,6864.817871,171067600
2023-01-27,6864.817871,6932.708984,6864.817871,6898.980957,6898.980957,149187500
2023-01-30,6899.021973,6925.469238,6834.081055,6872.480957,6872.480957,134698100
2023-01-31,6872.520996,6880.959961,6827.243164,6839.341797,6839.341797,151785000
2023-02-01,6838.916016,6893.184082,6838.916016,6862.257813,6862.257813,145899200
2023-02-02,6862.257813,6896.731934,6855.367188,6890.571777,6890.571777,189189500
2023-02-03,6890.713867,6951.966797,6890.713867,6911.731934,6911.731934,202858400
2023-02-06,6911.731934,6924.882813,6835.757813,6873.791016,6873.791016,143480000
2023-02-07,6873.791016,6946.233887,6873.791016,6935.300781,6935.300781,173101600
2023-02-08,6935.300781,6961.918945,6912.108887,6940.124023,6940.124023,172668200
2023-02-09,6940.124023,6961.151855,6896.040039,6897.365234,6897.365234,176681300
2023-02-10,6895.237793,6895.237793,6803.417969,6880.329102,6880.329102,140803700
2023-02-13,6880.329102,6915.144043,6871.882813,6900.140137,6900.140137,213914100
2023-02-14,6900.140137,6941.854980,6900.140137,6941.854980,6941.854980,162808100
2023-02-15,6941.854980,6946.034180,6872.869141,6914.538086,6914.538086,148477900
2023-02-16,6914.538086,6933.280762,6875.300781,6895.664063,6895.664063,173648600
2023-02-17,6895.664063,6919.091797,6868.279785,6895.713867,6895.713867,180098400
2023-02-20,6895.855957,6910.504883,6863.670898,6894.716797,6894.716797,175859700
2023-02-21,6894.716797,6923.672852,6870.911133,6873.404785,6873.404785,144215700
2023-02-22,6873.263184,6875.390137,6781.229004,6809.967773,6809.967773,149215500
2023-02-23,6810.108887,6839.454102,6806.997070,6839.454102,6839.454102,124488600
2023-02-24,6839.454102,6880.312012,6839.454102,6856.576172,6856.576172,130300200
2023-02-27,6856.576172,6871.111816,6819.872070,6854.776855,6854.776855,127631500
2023-02-28,6854.776855,6890.354004,6843.238770,6843.238770,6843.238770,167931100
2023-03-01,6843.098145,6889.514160,6833.188965,6844.936035,6844.936035,146293200
2023-03-02,6845.078125,6875.098145,6841.861816,6857.415039,6857.415039,136086000
2023-03-03,6857.415039,6884.116211,6804.476074,6813.636230,6813.636230,118736600
2023-03-06,6813.918945,6856.568848,6801.189941,6807.000977,6807.000977,137055800
2023-03-07,6806.858887,6812.958984,6758.000977,6766.757813,6766.757813,140398600
2023-03-08,6766.757813,6776.370117,6728.190918,6776.370117,6776.370117,144130900
2023-03-09,6776.370117,6824.664063,6776.370117,6799.794922,6799.794922,113187000
2023-03-10,6799.794922,6799.794922,6741.410156,6765.301758,6765.301758,131746200
2023-03-13,6765.018066,6812.874023,6727.442871,6786.955078,6786.955078,141798000
2023-03-14,6786.671875,6786.671875,6635.375977,6641.813965,6641.813965,166605500
2023-03-15,6641.813965,6709.860840,6628.137207,6628.137207,6628.137207,139210500
2023-03-16,6628.137207,6630.768066,6542.791992,6565.728027,6565.728027,154420700
2023-03-17,6565.728027,6683.094238,6565.728027,6678.236816,6678.236816,455755600
2023-03-20,6678.236816,6678.236816,6587.688965,6612.490234,6612.490234,128905000
2023-03-21,6612.490234,6691.610840,6609.223145,6691.610840,6691.610840,145475100
2023-03-24,6694.017090,6776.904785,6692.166016,6762.253906,6762.253906,146575100
2023-03-27,6762.253906,6772.595215,6704.751953,6708.933105,6708.933105,135182600
2023-03-28,6708.933105,6764.654785,6708.933105,6760.328125,6760.328125,126113300
2023-03-29,6760.328125,6851.505859,6760.328125,6839.436035,6839.436035,143324900
2023-03-30,6839.436035,6868.632813,6803.092773,6808.951172,6808.951172,140466800
2023-03-31,6809.092773,6831.553223,6789.609863,6805.276855,6805.276855,139015200
2023-04-03,6805.276855,6849.357910,6805.126953,6827.174805,6827.174805,127453100
2023-04-04,6827.033203,6859.692871,6781.523926,6833.178223,6833.178223,131576400
2023-04-05,6833.178223,6867.336914,6816.430176,6819.674805,6819.674805,123965500
2023-04-06,6819.674805,6832.729980,6786.287109,6792.765137,6792.765137,172852900
2023-04-10,6792.765137,6799.494141,6735.192871,6771.234863,6771.234863,129368500
2023-04-11,6771.234863,6811.313965,6738.766113,6811.313965,6811.313965,161404500
2023-04-12,6811.455078,6833.744141,6775.284180,6798.963867,6798.963867,151427200
2023-04-13,6798.541016,6816.884766,6764.659180,6785.598145,6785.598145,161495800
2023-04-14,6785.879883,6838.071777,6785.700195,6818.574219,6818.574219,137035000
2023-04-17,6818.714844,6829.509766,6765.142090,6787.582031,6787.582031,94860100
2023-04-18,6787.582031,6839.758789,6784.172852,6821.807129,6821.807129,103660800
2023-04-26,6821.807129,6910.146973,6821.599121,6910.146973,6910.146973,120164300
2023-04-27,6910.848145,6971.910156,6877.649902,6945.477051,6945.477051,161595900
2023-04-28,6945.477051,6958.672852,6897.708984,6915.715820,6915.715820,130620700
2023-05-02,6915.715820,6920.335938,6814.344238,6863.301758,6863.301758,136480100
2023-05-03,6863.301758,6865.611816,6776.895996,6812.722168,6812.722168,121306900
2023-05-04,6812.722168,6846.124023,6780.086914,6844.026855,6844.026855,137517900
2023-05-05,6844.026855,6851.585938,6733.775879,6787.630859,6787.630859,148189400
2023-05-08,6787.491211,6798.321777,6756.661133,6769.630859,6769.630859,179625500
2023-05-09,6769.630859,6793.766113,6742.179199,6779.979980,6779.979980,172097200
2023-05-10,6780.400879,6820.123047,6775.192871,6811.904785,6811.904785,181480200
2023-05-11,6811.904785,6814.124023,6717.424805,6755.937988,6755.937988,162906200
2023-05-12,6755.937988,6755.937988,6704.565918,6707.763184,6707.763184,173779500
2023-05-15,6708.463867,6729.299805,6656.647949,6711.740234,6711.740234,142578400
2023-05-16,6711.740234,6729.074219,6659.073242,6676.563965,6676.563965,156372400
2023-05-17,6676.423828,6706.595215,6661.467773,6663.113770,6663.113770,180449300
2023-05-19,6663.113770,6715.030762,6662.749023,6700.561035,6700.561035,161565100
2023-05-22,6700.561035,6757.624023,6675.876953,6729.646973,6729.646973,167491100
2023-05-23,6729.646973,6772.646973,6727.067871,6736.684082,6736.684082,162216500
2023-05-24,6736.684082,6755.882813,6713.893066,6745.804199,6745.804199,137679300
2023-05-25,6745.804199,6749.712891,6702.529785,6704.230957,6704.230957,156986800
2023-05-26,6704.230957,6727.286133,6669.235840,6687.000977,6687.000977,181504900
2023-05-29,6687.280762,6708.367188,6617.236816,6681.102051,6681.102051,164801800
2023-05-30,6681.102051,6700.237793,6636.422852,6636.422852,6636.422852,173775000
2023-05-31,6636.422852,6657.649902,6562.955078,6633.261230,6633.261230,615071900
2023-06-05,6633.261230,6663.714844,6598.509766,6633.437012,6633.437012,152714500
2023-06-06,6633.437012,6677.567871,6602.003906,6618.922852,6618.922852,231838500
2023-06-07,6619.062988,6638.581055,6578.755859,6619.754883,6619.754883,162881000
2023-06-08,6619.754883,6666.330078,6598.419922,6666.330078,6666.330078,168616600
2023-06-09,6666.049805,6703.824219,6648.958984,6694.023926,6694.023926,182769600
2023-06-12,6694.583984,6722.373047,6670.521973,6722.373047,6722.373047,158712000
2023-06-13,6722.373047,6744.038086,6697.070801,6719.014160,6719.014160,176568000
2023-06-14,6718.874023,6744.644043,6672.855957,6699.716797,6699.716797,178279800
2023-06-15,6699.716797,6717.456055,6660.909180,6713.794922,6713.794922,151187300
2023-06-16,6713.515137,6726.456055,6669.335938,6698.546875,6698.546875,172061800
2023-06-19,6698.546875,6705.038086,6669.049805,6686.059082,6686.059082,161424500
2023-06-20,6686.059082,6692.440918,6626.148926,6660.455078,6660.455078,118276600
2023-06-21,6660.455078,6702.625000,6635.673828,6702.625000,6702.625000,120273100
2023-06-22,6702.765137,6717.976074,6652.261230,6652.261230,6652.261230,168533600
2023-06-23,6652.261230,6665.663086,6635.481934,6639.732910,6639.732910,113447100
2023-06-26,6639.732910,6674.060059,6622.184082,6664.667969,6664.667969,126037100
2023-06-27,6664.667969,6679.625977,6652.903809,6661.878906,6661.878906,142328900
2023-07-03,6661.735840,6696.715820,6660.824219,6696.715820,6696.715820,125551000
2023-07-04,6696.858887,6713.993164,6672.773926,6681.753906,6681.753906,146273000
2023-07-05,6681.753906,6719.056152,6676.934082,6718.977051,6718.977051,148911000
2023-07-06,6718.263184,6766.272949,6712.074219,6757.331055,6757.331055,179543000
2023-07-07,6757.047852,6757.047852,6711.223145,6716.458984,6716.458984,158332900
2023-07-10,6716.458984,6763.545898,6716.458984,6731.038086,6731.038086,123617000
2023-07-11,6731.180176,6796.923828,6730.629883,6796.923828,6796.923828,160428000
2023-07-12,6796.923828,6820.179199,6785.855957,6808.208984,6808.208984,161722800
2023-07-13,6808.351074,6835.737793,6783.741211,6810.212891,6810.212891,171443900
2023-07-14,6810.212891,6874.775879,6810.212891,6869.571777,6869.571777,160702800
2023-07-17,6869.712891,6931.271973,6867.144043,6867.144043,6867.144043,176805700
2023-07-18,6867.144043,6902.143066,6798.432129,6830.203125,6830.203125,150363000
2023-07-20,6836.040039,6874.892090,6833.932129,6864.188965,6864.188965,0
